Row Idx,Title,Candidate Idx,Candidate Title,Score
178,Kendrick Lamar - Swimming Pools (Drank),1728,Kendrick Lamar - Swimming Pools (Drank),0.99742164384675
179,Blake Shelton - Sure Be Cool If You Did,1737,Blake Shelton - Sure Be Cool If You Did,0.9990816299246541
180,Mariah Carey Featuring Miguel - #Beautiful,12200,Lana Del Rey - Beautiful People Beautiful Problems,0.4452795815229794
181,Olly Murs Featuring Flo Rida - Troublemaker,1747,Olly Murs - Troublemaker,0.8102050386292328
182,Ciara - Body Party,1757,Ciara - Body Party,0.9991650664668094
183,Miguel - Adorn,1764,Miguel - Adorn,0.9991679599845796
184,The Script Featuring will.i.am - Hall Of Fame,28138,The Script - Hall of Fame,0.7206714958862297
185,Ne-Yo - Let Me Love You (Until You Learn To Love Yourself),50938,Ne-Yo - Let Me Love You (Until You Learn to Love Yourself),0.9973523323873726
186,Rocko Featuring Future & Rick Ross - U.O.E.N.O.,1794,Rocko - U.O.E.N.O,0.7086245335837114
187,Emeli Sande - Next To Me,1806,Emeli Sandé - Next to Me,0.8101664513675989
188,Miranda Lambert - Mama's Broken Heart,1814,Miranda Lambert - Mama’s Broken Heart,0.8034514859545125
189,Thomas Rhett - It Goes Like This,1824,Thomas Rhett - It Goes Like This,0.9994798997704345
190,Ace Hood Featuring Future & Rick Ross - Bugatti,1834,Ace Hood - Bugatti,0.6910779120775797
191,Hunter Hayes - Wanted,1662,Hunter Hayes - I Want Crazy,0.7395423911633076
192,Lady Antebellum - Downtown,56154,Lady Antebellum - Hurt,0.7021016036565958
193,Florida Georgia Line - Get Your Shine On,1864,Florida Georgia Line - Get Your Shine On,0.9991689657067289
194,will.i.am Featuring Justin Bieber - #thatPOWER,42046,Justin Bieber - All In It,0.43267563347359017
195,Sara Bareilles - Brave,53680,Sara Bareilles - Love Song,0.7791992814650217
196,Passenger - Let Her Go,32339,Passenger - Let Her Go,0.9983025133865375
197,Randy Houser - Runnin' Outta Moonlight,20706,Randy Houser - Runnin’ Outta Moonlight,0.9115740214194167
